edad,genero,zona,promedio_calificaciones,tasa_asistencia,reprobaciones_previas,nivel_socioeconomico,educacion_padre,educacion_madre,trabaja_estudiante,distancia_escuela,acceso_internet,actividades_extracurriculares,apoyo_familiar,incidencias_disciplinarias,cambios_escuela,beca,desercion
17,F,Rural,57.8,69.1,3,Bajo,Primaria,Secundaria,0,5.6,1,0,Medio,2,1,0,1
14,M,Urbana,71.3,82.1,2,Bajo,Superior,Primaria,0,1.6,1,1,Medio,1,0,0,0
15,F,Urbana,53.6,74.3,1,Bajo,Ninguno,Superior,0,2.9,1,0,Medio,1,0,0,1
16,M,Urbana,74.3,84.5,1,Medio,Secundaria,Ninguno,0,4.5,1,0,Medio,2,0,0,0
19,M,Rural,75.8,79.6,1,Alto,Secundaria,Primaria,0,16.2,1,1,Medio,1,0,0,0
19,F,Rural,74.5,79.3,0,Medio,Superior,Secundaria,0,7.4,1,1,Medio,0,0,0,0
15,F,Urbana,74.9,78.0,2,Bajo,Primaria,Secundaria,1,3.6,0,0,Bajo,1,0,0,1
16,M,Urbana,82.8,89.9,1,Medio,Primaria,Secundaria,0,1.4,1,1,Medio,0,0,1,0
15,F,Urbana,75.8,99.7,0,Medio,Secundaria,Secundaria,0,2.0,1,1,Alto,0,0,1,0
19,F,Urbana,79.8,98.3,1,Alto,Ninguno,Secundaria,0,6.3,1,1,Bajo,0,1,0,0
15,M,Rural,65.5,80.0,3,Medio,Primaria,Superior,0,5.8,1,0,Alto,1,1,0,0
19,M,Urbana,68.5,100.0,0,Medio,Superior,Secundaria,0,5.6,1,1,Alto,0,0,0,1
19,M,Urbana,87.2,100.0,0,Alto,Primaria,Primaria,1,3.9,0,1,Medio,0,0,1,0
18,F,Urbana,59.3,82.6,1,Medio,Ninguno,Secundaria,1,1.7,1,1,Bajo,1,0,1,0
16,M,Urbana,77.2,92.0,0,Bajo,Primaria,Primaria,1,1.7,1,0,Medio,0,0,0,1
20,F,Rural,78.3,84.8,1,Medio,Primaria,Secundaria,1,5.4,1,0,Alto,0,0,0,1
18,F,Urbana,69.2,77.0,2,Medio,Secundaria,Primaria,1,3.5,0,0,Medio,1,0,0,0
18,F,Urbana,79.7,100.0,0,Medio,Ninguno,Secundaria,0,2.5,1,1,Medio,0,0,1,0
19,M,Urbana,82.1,98.8,1,Alto,Secundaria,Secundaria,0,4.0,1,0,Medio,0,0,0,0
20,M,Rural,79.6,55.4,4,Bajo,Secundaria,Secundaria,1,5.4,1,0,Medio,3,1,0,0
14,F,Rural,46.7,58.7,4,Medio,Primaria,Ninguno,1,5.2,0,0,Bajo,1,0,0,0
20,F,Urbana,67.8,79.4,2,Bajo,Secundaria,Primaria,0,7.2,1,1,Bajo,2,1,0,0
19,M,Urbana,56.2,64.6,4,Bajo,Primaria,Secundaria,1,1.6,1,1,Medio,2,2,0,0
15,F,Urbana,77.1,98.5,0,Medio,Primaria,Superior,0,1.6,1,0,Medio,0,0,1,0
16,F,Urbana,69.7,91.2,1,Medio,Superior,Secundaria,1,3.2,1,1,Bajo,1,0,0,1
19,F,Urbana,69.0,77.4,1,Medio,Superior,Ninguno,1,0.5,1,1,Alto,0,0,0,0
15,M,Rural,67.4,60.6,3,Bajo,Primaria,Primaria,0,5.0,1,1,Medio,2,1,0,0
17,F,Rural,51.5,56.1,4,Bajo,Primaria,Secundaria,1,11.7,1,0,Bajo,3,1,0,0
18,F,Urbana,59.7,86.7,0,Medio,Primaria,Ninguno,0,1.2,0,1,Bajo,0,0,1,0
18,F,Urbana,84.1,86.3,1,Medio,Secundaria,Superior,0,6.2,1,1,Medio,0,0,0,0
20,M,Urbana,88.2,97.0,0,Medio,Secundaria,Secundaria,1,3.3,1,1,Medio,1,0,0,0
14,F,Urbana,71.4,91.7,0,Medio,Ninguno,Primaria,0,8.8,1,1,Bajo,0,0,0,0
16,M,Urbana,79.3,93.7,3,Alto,Superior,Primaria,0,4.4,0,0,Alto,1,0,1,0
20,F,Urbana,88.8,100.0,0,Medio,Secundaria,Ninguno,0,2.6,1,1,Alto,0,1,0,0
17,M,Rural,73.9,78.9,3,Medio,Ninguno,Secundaria,0,7.6,0,0,Medio,1,0,0,0
15,M,Urbana,89.0,91.2,2,Medio,Superior,Secundaria,0,5.9,1,0,Alto,0,0,0,0
16,M,Rural,81.9,97.3,0,Medio,Secundaria,Primaria,0,5.5,1,1,Medio,1,0,0,0
16,M,Urbana,91.2,92.8,0,Alto,Primaria,Secundaria,0,8.3,1,1,Alto,0,0,0,0
17,M,Urbana,91.5,100.0,0,Medio,Secundaria,Primaria,0,4.7,1,0,Medio,0,0,1,0
15,M,Urbana,84.0,100.0,0,Medio,Superior,Secundaria,0,2.3,1,1,Medio,0,0,0,1
18,F,Rural,74.6,75.3,1,Medio,Superior,Superior,1,7.5,1,0,Bajo,1,1,0,1
17,M,Urbana,56.5,83.7,1,Medio,Primaria,Primaria,0,1.5,1,0,Bajo,2,0,0,0
18,F,Urbana,69.5,100.0,0,Alto,Secundaria,Primaria,0,1.3,0,1,Alto,0,0,1,0
15,M,Rural,75.4,78.3,1,Alto,Superior,Superior,1,6.5,0,1,Medio,1,0,0,0
18,F,Rural,76.4,85.1,1,Bajo,Superior,Primaria,0,5.1,1,0,Medio,1,0,0,1
20,M,Rural,69.3,89.6,2,Bajo,Ninguno,Primaria,0,5.5,0,1,Bajo,1,0,0,0
14,F,Urbana,83.6,100.0,0,Medio,Secundaria,Secundaria,0,2.0,1,0,Alto,0,0,0,0
16,M,Urbana,77.2,89.9,0,Medio,Superior,Secundaria,0,8.8,0,1,Medio,0,0,1,1
18,M,Rural,72.0,81.2,2,Alto,Ninguno,Superior,0,6.1,1,0,Bajo,2,0,1,0
18,F,Urbana,60.2,84.7,0,Bajo,Primaria,Secundaria,1,1.7,1,0,Medio,0,0,0,1
18,F,Urbana,66.4,67.9,2,Alto,Secundaria,Secundaria,1,7.4,0,1,Bajo,2,1,0,0
17,M,Urbana,76.1,82.6,0,Medio,Secundaria,Ninguno,0,10.2,1,0,Medio,0,1,0,0
18,F,Urbana,74.8,84.6,1,Bajo,Secundaria,Primaria,1,2.4,1,0,Medio,1,0,0,0
18,M,Rural,65.3,68.3,5,Bajo,Ninguno,Secundaria,1,9.6,0,0,Alto,1,0,0,0
14,M,Rural,65.3,90.4,0,Medio,Secundaria,Primaria,0,6.4,1,1,Alto,1,0,0,0
19,M,Urbana,62.5,89.6,3,Bajo,Primaria,Secundaria,0,7.3,0,0,Bajo,1,1,0,0
17,F,Rural,82.0,88.0,2,Medio,Secundaria,Primaria,0,5.2,1,0,Medio,1,0,1,1
14,M,Urbana,70.6,81.6,2,Medio,Primaria,Ninguno,1,4.2,1,0,Alto,1,0,0,1
16,M,Urbana,96.3,100.0,0,Medio,Ninguno,Secundaria,0,2.0,1,0,Medio,0,0,0,0
17,M,Urbana,62.7,88.0,1,Bajo,Superior,Secundaria,0,10.3,0,0,Alto,2,0,0,0
14,F,Rural,73.2,89.9,2,Alto,Secundaria,Primaria,0,6.3,1,0,Medio,0,0,1,0
20,M,Urbana,78.1,93.6,0,Medio,Primaria,Secundaria,0,0.9,1,1,Alto,0,0,0,0
15,F,Urbana,67.2,77.4,2,Medio,Primaria,Primaria,0,2.0,0,0,Medio,1,0,0,0
16,F,Rural,62.3,74.6,2,Medio,Secundaria,Ninguno,0,9.8,1,0,Alto,1,0,0,0
17,F,Urbana,93.4,86.6,1,Medio,Superior,Superior,0,1.5,1,0,Medio,0,0,0,0
19,F,Rural,91.5,92.7,1,Alto,Primaria,Superior,0,5.2,1,0,Alto,0,0,0,0
19,M,Urbana,76.1,93.4,1,Medio,Superior,Primaria,1,1.2,1,0,Bajo,1,0,0,0
19,M,Urbana,79.8,96.9,0,Medio,Primaria,Primaria,0,6.3,1,1,Medio,0,0,1,0
15,F,Rural,61.5,75.4,3,Bajo,Secundaria,Superior,0,16.2,1,0,Medio,0,0,1,0
19,M,Urbana,51.3,78.9,2,Bajo,Primaria,Secundaria,0,0.4,1,1,Bajo,3,1,0,0
19,M,Urbana,81.8,82.6,2,Medio,Ninguno,Ninguno,1,1.4,1,0,Medio,1,0,0,0
17,M,Urbana,45.5,67.4,4,Bajo,Superior,Ninguno,0,2.2,1,0,Bajo,2,1,0,0
17,F,Rural,67.5,74.5,1,Medio,Primaria,Primaria,0,11.9,1,0,Alto,1,0,0,0
14,F,Rural,88.3,96.9,0,Alto,Superior,Secundaria,1,10.0,1,0,Alto,0,0,1,0
19,M,Rural,63.5,100.0,0,Medio,Ninguno,Secundaria,0,4.4,1,1,Alto,0,0,0,0
20,F,Urbana,57.2,83.2,2,Bajo,Primaria,Primaria,1,0.4,1,1,Medio,1,2,0,1
17,F,Urbana,61.2,76.9,2,Medio,Superior,Primaria,0,0.2,0,0,Medio,0,0,0,1
17,F,Urbana,64.4,80.0,1,Bajo,Secundaria,Primaria,0,0.5,1,0,Medio,1,1,0,0
17,F,Urbana,76.1,77.1,1,Medio,Secundaria,Secundaria,0,0.8,1,0,Bajo,0,1,1,0
14,F,Rural,76.5,74.3,1,Medio,Secundaria,Superior,0,8.4,0,0,Medio,1,0,0,0
18,M,Urbana,70.9,88.2,0,Medio,Secundaria,Secundaria,1,0.6,1,1,Alto,2,0,0,0
19,F,Urbana,63.1,79.5,2,Medio,Superior,Secundaria,0,0.2,1,1,Bajo,1,0,0,0
20,M,Urbana,80.8,84.9,0,Medio,Ninguno,Primaria,0,2.6,1,1,Bajo,0,0,0,0
20,M,Urbana,56.8,79.5,4,Bajo,Secundaria,Secundaria,1,0.7,1,0,Bajo,3,1,1,0
17,F,Urbana,67.0,71.1,2,Bajo,Ninguno,Primaria,0,2.6,0,0,Medio,2,0,0,1
20,F,Urbana,73.5,88.6,2,Medio,Secundaria,Ninguno,0,1.9,0,0,Bajo,2,0,0,1
17,M,Urbana,53.5,92.6,0,Alto,Superior,Secundaria,1,1.0,1,1,Medio,0,1,0,0
18,F,Urbana,69.9,78.9,4,Bajo,Secundaria,Superior,1,3.3,1,0,Bajo,1,0,0,1
18,M,Urbana,65.5,85.4,2,Bajo,Primaria,Ninguno,1,0.5,1,0,Bajo,1,0,1,0
20,M,Rural,62.6,63.0,4,Bajo,Primaria,Secundaria,0,12.3,1,0,Alto,2,1,0,0
19,M,Urbana,92.8,100.0,0,Medio,Ninguno,Superior,0,3.7,1,1,Alto,0,0,0,0
14,F,Urbana,54.5,73.4,3,Bajo,Superior,Secundaria,0,4.2,1,1,Bajo,2,1,0,0
14,M,Urbana,64.8,87.2,1,Medio,Ninguno,Secundaria,0,6.0,1,1,Bajo,0,1,0,0
16,M,Urbana,71.8,88.7,3,Bajo,Secundaria,Primaria,1,5.0,1,0,Medio,0,0,0,1
17,F,Rural,64.5,100.0,0,Medio,Primaria,Superior,0,6.3,1,1,Alto,0,1,0,0
18,M,Urbana,67.2,77.1,3,Bajo,Superior,Primaria,0,2.7,1,0,Medio,1,1,0,0
17,F,Rural,82.6,81.9,0,Medio,Secundaria,Primaria,1,6.0,0,1,Medio,0,0,0,0
17,M,Rural,66.4,72.0,2,Bajo,Secundaria,Primaria,0,6.8,0,0,Medio,2,1,0,0
20,M,Urbana,91.2,100.0,0,Medio,Secundaria,Secundaria,0,1.6,1,1,Alto,0,0,0,0
16,F,Urbana,66.4,75.0,1,Alto,Superior,Secundaria,0,6.3,0,0,Bajo,1,1,0,0
17,M,Urbana,54.9,68.7,3,Bajo,Secundaria,Superior,0,5.0,1,1,Bajo,3,1,1,0
17,M,Urbana,73.9,94.8,0,Alto,Secundaria,Secundaria,0,20.1,1,1,Medio,1,0,0,0
17,M,Urbana,74.2,89.3,1,Bajo,Secundaria,Superior,0,9.0,0,0,Medio,0,0,1,1
20,M,Urbana,55.8,76.4,2,Medio,Primaria,Secundaria,0,4.4,0,0,Bajo,3,0,0,0
20,M,Urbana,85.3,92.2,2,Medio,Ninguno,Secundaria,0,3.0,1,1,Alto,0,1,0,0
17,M,Urbana,64.0,80.9,1,Bajo,Secundaria,Primaria,0,8.4,1,1,Medio,4,0,0,0
17,F,Rural,76.5,82.1,3,Medio,Secundaria,Primaria,1,7.3,1,0,Alto,0,0,1,0
18,M,Rural,59.9,59.3,4,Bajo,Ninguno,Secundaria,1,7.3,1,0,Alto,2,1,0,0
15,M,Rural,62.0,70.1,2,Medio,Primaria,Secundaria,0,7.5,0,0,Medio,1,0,0,1
16,M,Urbana,94.3,91.2,0,Medio,Secundaria,Primaria,0,0.5,1,0,Alto,0,0,1,0
15,F,Urbana,82.3,87.4,1,Alto,Ninguno,Secundaria,0,2.2,1,1,Alto,0,0,1,0
15,F,Rural,55.6,72.9,1,Bajo,Secundaria,Primaria,1,6.5,1,0,Medio,2,0,0,1
14,F,Rural,74.2,77.9,0,Alto,Secundaria,Primaria,0,6.0,1,0,Medio,0,0,1,0
18,M,Urbana,73.6,81.2,3,Bajo,Primaria,Primaria,0,2.5,1,0,Alto,0,1,0,1
14,F,Urbana,58.6,89.9,0,Medio,Primaria,Primaria,0,9.7,1,1,Alto,2,0,0,0
18,M,Urbana,46.8,74.7,3,Bajo,Primaria,Primaria,0,1.0,0,0,Alto,1,0,0,1
17,F,Rural,53.2,66.7,3,Bajo,Primaria,Superior,0,6.8,0,1,Bajo,3,2,0,0
16,M,Urbana,53.3,72.0,2,Bajo,Secundaria,Secundaria,1,10.0,1,1,Alto,1,0,0,0
19,M,Urbana,70.8,90.6,1,Medio,Secundaria,Ninguno,0,5.5,1,1,Medio,1,0,0,0
17,F,Urbana,55.0,78.5,2,Bajo,Superior,Ninguno,1,1.0,1,0,Medio,1,0,0,1
19,M,Urbana,78.0,92.6,0,Medio,Ninguno,Secundaria,0,1.1,0,1,Medio,0,0,1,0
18,M,Urbana,75.3,98.0,0,Alto,Secundaria,Primaria,0,6.3,1,1,Medio,0,0,1,0
14,M,Rural,59.3,59.8,4,Bajo,Primaria,Superior,1,12.7,0,0,Bajo,4,1,0,1
15,F,Urbana,76.9,93.4,0,Bajo,Secundaria,Secundaria,0,0.8,1,1,Medio,0,1,0,0
17,F,Urbana,74.6,77.5,2,Bajo,Ninguno,Superior,0,4.4,1,1,Bajo,1,0,1,0
20,F,Urbana,65.3,91.3,0,Bajo,Secundaria,Ninguno,0,1.1,1,1,Medio,0,0,0,1
15,F,Rural,56.1,66.6,3,Medio,Secundaria,Superior,0,8.5,0,0,Bajo,2,2,1,1
14,M,Urbana,73.6,72.3,1,Medio,Primaria,Secundaria,0,2.0,1,0,Medio,2,1,0,1
20,M,Urbana,66.8,78.0,3,Bajo,Superior,Secundaria,0,5.6,1,0,Bajo,2,1,0,1
20,M,Urbana,72.2,87.3,0,Bajo,Ninguno,Superior,0,1.8,1,1,Medio,0,0,0,0
15,M,Rural,71.0,93.2,0,Medio,Ninguno,Secundaria,1,6.3,1,1,Alto,0,0,0,0
16,M,Rural,65.9,79.9,1,Bajo,Secundaria,Primaria,0,5.1,1,0,Medio,1,1,0,1
18,M,Rural,77.8,100.0,0,Medio,Secundaria,Secundaria,0,25.5,1,1,Alto,0,0,0,0
15,M,Urbana,99.8,100.0,0,Alto,Primaria,Secundaria,0,0.7,1,1,Medio,0,0,0,0
16,F,Rural,60.0,68.9,3,Bajo,Primaria,Superior,1,6.0,0,0,Bajo,2,1,0,1
16,M,Rural,78.3,88.7,0,Medio,Primaria,Secundaria,1,6.2,0,1,Alto,2,0,0,0
18,F,Urbana,68.5,85.2,3,Alto,Superior,Secundaria,0,2.4,1,0,Medio,1,0,0,0
16,M,Urbana,79.0,100.0,0,Medio,Secundaria,Primaria,0,1.5,1,0,Alto,0,0,0,0
16,F,Urbana,69.9,71.7,1,Medio,Primaria,Primaria,0,3.4,0,0,Medio,2,0,1,0
16,F,Urbana,91.0,94.9,0,Medio,Primaria,Secundaria,1,3.2,1,0,Alto,0,0,0,1
19,F,Urbana,74.1,81.8,1,Medio,Superior,Primaria,0,0.8,1,1,Medio,0,0,0,1
15,M,Urbana,77.8,88.6,0,Medio,Superior,Primaria,1,0.4,1,0,Alto,0,0,1,0
15,M,Rural,59.5,78.3,3,Medio,Ninguno,Secundaria,0,6.2,0,1,Bajo,1,0,0,0
15,F,Urbana,71.7,100.0,0,Medio,Secundaria,Secundaria,0,6.7,1,1,Medio,0,0,0,0
20,F,Urbana,79.8,88.9,1,Medio,Secundaria,Secundaria,0,0.6,1,1,Bajo,0,0,0,0
20,M,Urbana,81.7,100.0,0,Medio,Primaria,Primaria,0,5.3,1,1,Alto,1,0,0,0
17,F,Urbana,75.9,81.1,1,Alto,Superior,Primaria,1,1.9,1,1,Bajo,0,0,1,0
15,M,Urbana,67.1,89.8,2,Bajo,Superior,Secundaria,0,2.7,1,1,Medio,1,0,0,0
19,M,Urbana,62.6,100.0,1,Bajo,Ninguno,Superior,0,0.1,1,1,Medio,1,0,0,1
17,M,Urbana,78.8,87.3,2,Bajo,Superior,Primaria,0,0.3,1,0,Medio,0,0,0,0
19,F,Rural,56.7,82.1,3,Bajo,Secundaria,Secundaria,0,6.9,1,0,Alto,1,1,0,1
16,F,Urbana,82.1,100.0,0,Medio,Secundaria,Secundaria,0,0.7,1,0,Medio,0,0,0,0
20,M,Rural,61.3,64.8,4,Bajo,Secundaria,Secundaria,0,6.0,1,1,Bajo,2,3,0,1
19,F,Rural,87.4,79.6,1,Medio,Secundaria,Secundaria,0,5.1,1,1,Alto,0,0,0,0
15,F,Urbana,69.2,82.3,1,Medio,Superior,Primaria,0,3.2,1,0,Medio,0,0,0,0
19,M,Urbana,65.5,85.5,0,Bajo,Primaria,Secundaria,0,0.7,1,0,Medio,1,0,0,0
16,F,Urbana,63.4,76.1,4,Bajo,Secundaria,Secundaria,1,2.7,1,1,Bajo,1,0,0,0
16,F,Rural,75.0,71.4,1,Medio,Primaria,Primaria,0,9.4,1,1,Medio,2,0,0,0
15,F,Urbana,55.3,89.2,2,Medio,Secundaria,Primaria,0,1.2,1,0,Alto,1,0,1,1
18,M,Urbana,80.6,84.8,1,Medio,Ninguno,Secundaria,0,0.3,1,1,Alto,1,0,0,0
15,F,Rural,58.7,69.4,4,Bajo,Primaria,Secundaria,0,6.3,0,0,Alto,2,1,0,1
18,M,Urbana,70.2,97.7,0,Bajo,Secundaria,Superior,1,5.9,0,1,Alto,0,0,0,0
18,M,Rural,55.6,67.4,3,Bajo,Primaria,Primaria,0,6.6,0,1,Bajo,3,1,0,0
19,F,Urbana,69.1,98.8,0,Bajo,Primaria,Primaria,0,5.7,1,0,Medio,0,0,0,0
20,F,Rural,63.7,92.5,1,Alto,Primaria,Superior,0,6.2,0,0,Bajo,0,1,0,0
14,F,Urbana,60.9,91.4,0,Bajo,Secundaria,Primaria,1,2.4,0,1,Medio,0,0,0,1
20,F,Urbana,72.3,70.3,3,Bajo,Primaria,Ninguno,1,0.5,0,1,Bajo,2,0,0,0
14,F,Rural,72.0,86.0,0,Alto,Primaria,Superior,0,7.1,1,0,Alto,0,0,0,0
17,F,Urbana,72.4,80.2,0,Medio,Secundaria,Superior,0,3.1,1,1,Bajo,1,0,0,0
16,M,Rural,74.3,78.5,1,Medio,Superior,Secundaria,1,5.4,0,0,Bajo,2,0,0,1
18,F,Rural,63.2,72.9,3,Medio,Secundaria,Primaria,0,8.4,1,1,Alto,2,1,0,0
19,M,Urbana,68.7,100.0,1,Alto,Primaria,Secundaria,0,0.2,1,1,Bajo,0,0,0,0
20,M,Urbana,64.7,67.6,3,Bajo,Superior,Superior,0,1.8,0,0,Bajo,2,1,0,0
16,F,Rural,79.5,84.0,4,Bajo,Secundaria,Superior,0,6.8,1,0,Medio,2,0,0,0
20,F,Urbana,86.2,100.0,2,Alto,Secundaria,Ninguno,0,2.8,1,0,Alto,0,0,0,0
16,M,Rural,78.2,96.0,0,Medio,Secundaria,Superior,0,5.5,1,0,Medio,0,0,1,0
15,F,Urbana,64.4,86.6,1,Alto,Ninguno,Secundaria,0,0.9,1,1,Medio,0,0,0,0
16,F,Rural,60.0,77.0,4,Bajo,Secundaria,Ninguno,0,6.7,0,1,Bajo,1,1,0,1
17,M,Urbana,76.7,85.0,1,Alto,Secundaria,Ninguno,0,5.4,1,1,Medio,0,1,0,0
18,F,Rural,70.2,63.9,4,Bajo,Primaria,Ninguno,0,6.3,1,1,Medio,2,1,0,1
19,M,Urbana,80.3,100.0,0,Medio,Ninguno,Superior,0,5.9,1,1,Medio,0,0,0,0
15,F,Urbana,69.0,86.1,0,Alto,Primaria,Primaria,0,0.7,1,1,Medio,0,0,0,0
16,F,Rural,75.5,77.3,2,Bajo,Secundaria,Secundaria,0,6.0,0,0,Alto,2,0,0,0
20,F,Rural,74.5,86.5,0,Bajo,Ninguno,Ninguno,0,5.6,1,1,Medio,0,1,0,0
17,F,Urbana,99.7,100.0,0,Medio,Secundaria,Secundaria,0,2.4,0,0,Medio,0,0,0,0
15,F,Rural,72.9,89.4,1,Alto,Secundaria,Secundaria,0,5.2,1,1,Medio,1,0,0,0
20,F,Urbana,79.8,77.1,1,Bajo,Primaria,Superior,0,0.9,1,0,Medio,1,0,0,0
17,M,Urbana,91.0,98.3,0,Alto,Ninguno,Secundaria,0,0.2,1,1,Medio,0,0,0,0
20,M,Urbana,78.0,91.7,1,Bajo,Ninguno,Secundaria,0,0.5,1,0,Medio,1,0,0,1
20,M,Urbana,67.0,89.2,3,Medio,Secundaria,Secundaria,0,2.0,0,0,Bajo,2,0,0,0
20,F,Urbana,59.1,68.4,4,Bajo,Secundaria,Secundaria,0,5.7,0,0,Bajo,3,1,0,0
18,F,Urbana,85.4,95.7,0,Alto,Secundaria,Superior,0,0.9,1,1,Medio,0,0,0,0
19,M,Urbana,69.2,77.2,2,Bajo,Superior,Secundaria,1,0.3,0,1,Bajo,3,1,1,0
20,M,Rural,66.3,72.8,3,Medio,Superior,Superior,0,10.7,0,0,Bajo,2,1,0,0
15,F,Rural,49.1,70.3,4,Bajo,Primaria,Ninguno,0,5.9,0,1,Medio,3,1,0,1
14,F,Rural,72.6,87.6,2,Alto,Secundaria,Secundaria,0,6.0,1,1,Alto,2,0,0,0
16,M,Urbana,66.7,78.8,2,Medio,Primaria,Superior,0,5.3,1,1,Bajo,0,0,1,1
18,F,Rural,63.6,74.0,2,Bajo,Primaria,Superior,0,7.3,1,1,Alto,1,1,0,0
17,F,Urbana,67.3,74.3,2,Bajo,Primaria,Secundaria,0,5.1,1,0,Bajo,2,0,0,1
14,F,Rural,92.4,94.0,0,Medio,Primaria,Secundaria,0,5.9,1,1,Alto,0,0,0,0
17,F,Urbana,72.6,91.0,0,Medio,Secundaria,Secundaria,0,1.2,1,0,Medio,1,0,1,0
15,F,Urbana,100.0,100.0,0,Alto,Secundaria,Primaria,0,3.9,1,0,Medio,0,0,0,0
17,F,Urbana,73.7,89.2,0,Medio,Primaria,Superior,0,1.7,1,0,Medio,0,0,0,0
18,F,Rural,85.0,88.5,1,Medio,Ninguno,Primaria,0,6.1,1,1,Medio,0,1,0,0
18,F,Rural,76.1,96.1,1,Medio,Secundaria,Ninguno,0,5.4,1,1,Medio,0,0,1,0
16,M,Rural,73.4,79.8,1,Medio,Secundaria,Secundaria,1,10.9,0,1,Medio,0,0,0,0
16,M,Rural,71.1,62.8,5,Bajo,Secundaria,Primaria,0,5.6,1,0,Alto,4,1,0,0
18,M,Rural,62.0,63.5,2,Bajo,Ninguno,Primaria,0,6.4,1,1,Alto,3,0,0,0
19,F,Urbana,86.3,90.1,0,Bajo,Primaria,Primaria,1,1.0,1,1,Medio,0,0,0,1
19,M,Rural,74.1,92.5,0,Medio,Secundaria,Superior,0,17.2,1,0,Alto,0,0,1,0
16,F,Urbana,61.5,79.7,3,Bajo,Secundaria,Secundaria,1,1.4,1,0,Bajo,1,1,0,0
16,M,Urbana,66.8,85.1,0,Medio,Ninguno,Superior,0,0.1,1,1,Medio,1,0,0,0
16,M,Urbana,90.5,91.9,1,Bajo,Primaria,Primaria,0,0.3,1,0,Medio,1,0,0,0
17,M,Rural,85.0,90.6,0,Medio,Primaria,Primaria,0,5.8,1,0,Medio,0,1,1,0
14,F,Rural,55.6,66.5,5,Bajo,Secundaria,Primaria,0,5.1,1,1,Alto,2,1,0,0
17,M,Urbana,83.5,87.2,0,Medio,Secundaria,Primaria,0,0.5,1,1,Alto,0,0,0,0
15,F,Urbana,78.8,92.3,0,Bajo,Secundaria,Ninguno,0,0.3,0,0,Alto,1,0,0,1
17,F,Urbana,71.4,82.0,1,Bajo,Superior,Ninguno,0,2.6,1,0,Medio,0,0,0,1
19,F,Rural,86.4,81.9,2,Bajo,Primaria,Secundaria,0,5.3,0,1,Medio,0,0,1,1
20,M,Rural,70.3,92.5,0,Medio,Primaria,Secundaria,0,8.3,1,1,Alto,0,0,0,0
17,F,Urbana,46.7,73.8,2,Medio,Ninguno,Primaria,1,1.4,0,1,Bajo,2,0,0,0
14,F,Urbana,80.5,96.4,1,Bajo,Ninguno,Secundaria,0,2.0,1,1,Alto,1,0,0,1
15,M,Urbana,80.3,91.5,1,Medio,Superior,Primaria,0,4.4,0,1,Bajo,0,0,1,0
14,M,Urbana,78.5,100.0,0,Medio,Superior,Secundaria,1,2.3,1,1,Alto,0,0,1,0
19,F,Urbana,68.3,94.7,1,Medio,Ninguno,Secundaria,1,5.6,1,1,Alto,0,1,0,0
20,F,Urbana,51.5,83.1,3,Medio,Superior,Secundaria,0,1.3,0,1,Bajo,1,0,1,0
17,M,Urbana,59.9,75.7,3,Bajo,Primaria,Superior,0,0.5,1,0,Bajo,2,1,0,1
15,M,Urbana,79.4,100.0,0,Medio,Secundaria,Primaria,0,6.2,1,1,Medio,1,0,0,0
14,M,Rural,82.8,79.9,0,Medio,Secundaria,Secundaria,0,5.7,1,0,Medio,2,0,0,0
20,F,Urbana,75.2,81.8,1,Medio,Secundaria,Superior,0,7.0,1,0,Alto,1,0,0,0
16,M,Urbana,62.7,67.6,3,Bajo,Secundaria,Superior,0,1.6,0,0,Bajo,1,0,0,0
14,M,Rural,78.5,82.1,0,Medio,Secundaria,Secundaria,0,6.1,1,1,Medio,0,0,1,0
15,M,Rural,65.4,87.5,5,Bajo,Primaria,Secundaria,0,8.9,0,1,Medio,2,0,0,1
15,M,Urbana,78.1,89.2,0,Medio,Superior,Secundaria,0,0.7,1,1,Bajo,0,0,0,0
18,M,Urbana,67.1,63.5,2,Bajo,Primaria,Superior,1,3.6,1,0,Medio,2,0,0,0
20,M,Rural,77.4,76.4,2,Bajo,Ninguno,Primaria,1,5.6,1,1,Alto,2,2,0,1
15,F,Urbana,95.1,100.0,0,Medio,Superior,Primaria,0,0.7,1,0,Alto,0,0,1,0
18,F,Rural,79.3,100.0,0,Alto,Primaria,Superior,0,5.1,1,0,Alto,0,0,0,0
14,M,Urbana,84.5,84.3,1,Bajo,Primaria,Secundaria,1,2.0,1,0,Medio,0,0,1,1
14,M,Urbana,75.6,76.7,1,Medio,Primaria,Primaria,0,2.2,0,0,Bajo,2,0,1,0
14,M,Urbana,78.3,96.9,3,Medio,Ninguno,Primaria,1,1.1,1,0,Bajo,0,0,0,0
20,F,Rural,70.4,77.3,1,Alto,Primaria,Secundaria,0,11.7,1,0,Medio,2,0,0,0
18,M,Urbana,70.3,84.8,1,Medio,Primaria,Secundaria,0,4.2,0,0,Bajo,0,1,0,0
19,M,Urbana,56.0,75.2,2,Bajo,Secundaria,Secundaria,0,6.3,0,0,Bajo,1,3,0,1
14,F,Urbana,71.5,76.7,1,Bajo,Primaria,Primaria,0,2.9,1,0,Medio,1,0,1,0
14,M,Rural,61.3,77.0,4,Medio,Superior,Primaria,1,8.5,1,1,Bajo,1,0,0,0
19,M,Urbana,69.1,84.7,1,Bajo,Superior,Secundaria,0,2.7,1,0,Medio,1,0,0,0
